"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Variant Price","Variant Inventory Qty","Variant Grams","Image Src"
"the-tan-bikini-top","","","","","","TRUE","Size","4","Color","black","THETANBIKINITOP-BLACK-4","18.00","13","0",""
"the-tan-bikini-top","","","","","","TRUE","Size","6","Color","black","THETANBIKINITOP-BLACK-6","18.00","16","0",""
"the-tan-bikini-top","","","","","","TRUE","Size","8","Color","black","THETANBIKINITOP-BLACK-8","18.00","16","0",""
"the-tan-bikini-top","","","","","","TRUE","Size","10","Color","black","THETANBIKINITOP-BLACK-10","18.00","33","0",""
"the-tan-bikini-top","","","","","","TRUE","Size","12","Color","black","THETANBIKINITOP-BLACK-12","18.00","15","0",""
"the-tan-bikini-top","","","","","","TRUE","Size","14","Color","black","THETANBIKINITOP-BLACK-14","18.00","6","0",""
"the-tan-bikini-top","","","","","","TRUE","Size","16","Color","black","THETANBIKINITOP-BLACK-16","18.00","2","0",""
"the-tan-bikini-top","","","","","","TRUE","Size","4","Color","wine","THETANBIKINITOP-WINE-4","18.00","0","0",""
"the-tan-bikini-top","","","","","","TRUE","Size","6","Color","wine","THETANBIKINITOP-WINE-6","18.00","0","0",""
"the-tan-bikini-top","","","","","","TRUE","Size","8","Color","wine","THETANBIKINITOP-WINE-8","18.00","0","0",""
"the-tan-bikini-top","","","","","","TRUE","Size","10","Color","wine","THETANBIKINITOP-WINE-10","18.00","0","0",""
"the-tan-bikini-top","","","","","","TRUE","Size","12","Color","wine","THETANBIKINITOP-WINE-12","18.00","0","0",""
"the-tan-bikini-top","","","","","","TRUE","Size","14","Color","wine","THETANBIKINITOP-WINE-14","18.00","2","0",""
"the-tan-bikini-bottoms-black-white","The tan bikini top","<p>The perfect tanning bikini. Made with double layered fabric with fully adjustable neck &amp; back tie straps, making for the perfect fit. Featuring smaller panels designed to give you maximum tanning exposure &amp; minimal tan lines. This is the swim staple you’ll be grabbing over and over again.</p> <ul> <li>Thick double layered quality lycra</li> <li><span style=""text-align: right;"">Fully adjustable hhalter neck &amp; back tie straps, made from stretchy cord</span></li> <li>Strappy design for minimal tan lines</li> <li><span style=""text-align: right;"">Pair with our matching tan bikini bottoms</span></li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p>Sienna is 5’8 and wears a size 8<br>Bust: 32’’<br>Waist: 24’’<br>Hips: 36’’<br>Dress size: 6-8</p>","Koko Bay","","40, SWIM","TRUE","Size","4","Color","1","THETANBIKINIBOTTOMSBLACKWHITE-1-4","18.00","3","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/BEBEC6DE-A349-4054-86F3-634DCC4085C3.jpg?v=1754689841"
"the-tan-bikini-bottoms-black-white","","","","","","TRUE","Size","6","Color","1","THETANBIKINIBOTTOMSBLACKWHITE-1-6","18.00","0","0",""
"the-tan-bikini-bottoms-black-white","","","","","","TRUE","Size","8","Color","1","THETANBIKINIBOTTOMSBLACKWHITE-1-8","18.00","0","0",""
"the-tan-bikini-bottoms-black-white","","","","","","TRUE","Size","10","Color","1","THETANBIKINIBOTTOMSBLACKWHITE-1-10","18.00","0","0",""
"the-tan-bikini-bottoms-black-white","","","","","","TRUE","Size","12","Color","1","THETANBIKINIBOTTOMSBLACKWHITE-1-12","18.00","4","0",""
"the-tan-bikini-bottoms-black-white","","","","","","TRUE","Size","14","Color","1","THETANBIKINIBOTTOMSBLACKWHITE-1-14","18.00","1","0",""
"the-tan-bikini-bottoms-black-white","","","","","","TRUE","Size","16","Color","1","THETANBIKINIBOTTOMSBLACKWHITE-1-16","18.00","1","0",""
"the-tassel-mini-skirt-black","The tassel mini skirt","<meta charset=""UTF-8""> <p>This season you're the main character. The ultimate pool party outfit, this look will make sure all heads are on you this summer.</p> <ul> <li>Ruched side detail on one side<br> </li> <li>Detachable tassel comes separate, can be tied exactly how you want it</li> <li>High quality double layered fabric</li> <li>Style with our knot or cutout swimsuit </li> </ul> <p><em>Skirt approx. length when not ruched = 45cm from top to bottom (based off a size 6)</em></p> <p><em><span>If in-between sizes we recommend to size up as this item is small fitting.</span></em></p> <p><strong>Model wears size 6 - height 5'5</strong></p>","Koko Bay","skirt","30, Sets, Skirts","TRUE","Size","4","Color","1","THETASSELMINISKIRTBLACK-1-4","28.00","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/20240222_135248281_iOS_579d8a70-189c-48c1-9071-e1a0f5355ba6.jpg?v=1754677397"
"the-tassel-mini-skirt-black","","","","","","TRUE","Size","6","Color","1","THETASSELMINISKIRTBLACK-1-6","28.00","0","0",""
"the-tassel-mini-skirt-black","","","","","","TRUE","Size","8","Color","1","THETASSELMINISKIRTBLACK-1-8","28.00","1","0",""
"the-tassel-mini-skirt-black","","","","","","TRUE","Size","10","Color","1","THETASSELMINISKIRTBLACK-1-10","28.00","6","0",""
"the-tassel-mini-skirt-black","","","","","","TRUE","Size","12","Color","1","THETASSELMINISKIRTBLACK-1-12","28.00","5","0",""
"the-tassel-mini-skirt-black","","","","","","TRUE","Size","14","Color","1","THETASSELMINISKIRTBLACK-1-14","28.00","5","0",""
"the-tassel-mini-skirt-black","","","","","","TRUE","Size","16","Color","1","THETASSELMINISKIRTBLACK-1-16","28.00","0","0",""
"the-tassel-mini-skirt","The tassel mini skirt","<meta charset=""UTF-8""> <p>This season you're the main character. The ultimate pool party outfit, this look will make sure all heads are on you this summer.</p> <ul> <li>Ruched side</li> <li>Detachable tassel comes separate, can be tied exactly how you want it</li> <li>High quality double layered fabric</li> <li>Style with our knot or cutout swimsuit </li> </ul> <p><span><em>Skirt approx. length when not ruched = 45cm from top to bottom (based off a size 6)</em><br></span></p> <p><span><em>If in-between sizes we recommend to size up as this item is small fitting.</em></span></p> <p><strong>Saffie is 5’8 and wears a size 6</strong></p>","Koko Bay","skirt","30, Sets, Skirts","TRUE","Size","4","Color","mocha","THETASSELMINISKIRT-MOCHA-4","28.00","6","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/FA379AEA-CD29-4FAF-B3F3-624575788125.jpg?v=1754687747"
"the-tassel-mini-skirt","","","","","","TRUE","Size","6","Color","mocha","THETASSELMINISKIRT-MOCHA-6","28.00","9","0",""
"the-tassel-mini-skirt","","","","","","TRUE","Size","8","Color","mocha","THETASSELMINISKIRT-MOCHA-8","28.00","5","0",""
"the-tassel-mini-skirt","","","","","","TRUE","Size","10","Color","mocha","THETASSELMINISKIRT-MOCHA-10","28.00","9","0",""
"the-tassel-mini-skirt","","","","","","TRUE","Size","12","Color","mocha","THETASSELMINISKIRT-MOCHA-12","28.00","5","0",""
"the-tassel-mini-skirt","","","","","","TRUE","Size","14","Color","mocha","THETASSELMINISKIRT-MOCHA-14","28.00","1","0",""
"the-tassel-mini-skirt","","","","","","TRUE","Size","16","Color","mocha","THETASSELMINISKIRT-MOCHA-16","28.00","3","0",""
"the-tassel-mini-skirt-red","The tassel mini skirt","<meta charset=""UTF-8""> <p>This season you're the main character. The ultimate pool party outfit, this look will make sure all heads are on you this summer.</p> <ul> <li>Ruched side</li> <li>Detachable tassel comes separate, can be tied exactly how you want it</li> <li>High quality double layered fabric</li> <li>Style with our knot or cutout swimsuit </li> </ul> <p><span><em>Skirt approx. length when not ruched = 45cm from top to bottom (based off a size 6)</em><br></span></p> <p><span><em>If in-between sizes we recommend to size up as this item is small fitting.</em></span></p> <p><strong>Holly is 5’5 and wears a size 6</strong></p>","Koko Bay","skirt","30, Sets, Skirts","TRUE","Size","4","Color","1","THETASSELMINISKIRTRED-1-4","28.00","5","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/7E8BE11F-6D0B-4EF4-A629-34DD12F555F1.jpg?v=1754687618"
"the-tassel-mini-skirt-red","","","","","","TRUE","Size","6","Color","1","THETASSELMINISKIRTRED-1-6","28.00","9","0",""
"the-tassel-mini-skirt-red","","","","","","TRUE","Size","8","Color","1","THETASSELMINISKIRTRED-1-8","28.00","8","0",""
"the-tassel-mini-skirt-red","","","","","","TRUE","Size","10","Color","1","THETASSELMINISKIRTRED-1-10","28.00","9","0",""
"the-tassel-mini-skirt-red","","","","","","TRUE","Size","12","Color","1","THETASSELMINISKIRTRED-1-12","28.00","4","0",""
"the-tassel-mini-skirt-red","","","","","","TRUE","Size","14","Color","1","THETASSELMINISKIRTRED-1-14","28.00","2","0",""
"the-tassel-mini-skirt-red","","","","","","TRUE","Size","16","Color","1","THETASSELMINISKIRTRED-1-16","28.00","3","0",""
"the-tassel-mini-skirt-white","The tassel mini skirt","<meta charset=""UTF-8""> <p>This season you're the main character. The ultimate pool party outfit, this look will make sure all heads are on you this summer.</p> <ul> <li>Ruched side</li> <li>Detachable tassel comes separate, can be tied exactly how you want it</li> <li>High quality double layered fabric</li> <li>Style with our knot or cutout swimsuit </li> </ul> <p><span><em>Skirt approx. length when not ruched = 45cm from top to bottom (based off a size 6)</em><br></span></p> <p><span><em>If in-between sizes we recommend to size up as this item is small fitting.</em></span></p> <p><strong>Model wears size 6 - height 5'3</strong></p>","Koko Bay","skirt","30, Sets, Skirts","TRUE","Size","4","Color","1","THETASSELMINISKIRTWHITE-1-4","28.00","6","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/20240222_135248254_iOS_533be160-4a40-42d3-89dd-f8386d2f5621.jpg?v=1754677679"
"the-tassel-mini-skirt-white","","","","","","TRUE","Size","6","Color","1","THETASSELMINISKIRTWHITE-1-6","28.00","6","0",""
"the-tassel-mini-skirt-white","","","","","","TRUE","Size","8","Color","1","THETASSELMINISKIRTWHITE-1-8","28.00","6","0",""
"the-tassel-mini-skirt-white","","","","","","TRUE","Size","10","Color","1","THETASSELMINISKIRTWHITE-1-10","28.00","0","0",""
"the-tassel-mini-skirt-white","","","","","","TRUE","Size","12","Color","1","THETASSELMINISKIRTWHITE-1-12","28.00","5","0",""
"the-tassel-mini-skirt-white","","","","","","TRUE","Size","14","Color","1","THETASSELMINISKIRTWHITE-1-14","28.00","0","0",""
"the-tassel-mini-skirt-white","","","","","","TRUE","Size","16","Color","1","THETASSELMINISKIRTWHITE-1-16","28.00","1","0",""
"the-tawny-knit-mini-dark","The tawny knit mini","<p>Meet Solstice — a premium collection made for seamless day-to-night style. Designed for crisp evenings and cooler nights, featuring premium pieces designed to build your party-season wardrobe. Effortlessly sophisticated and perfect for the season, this collection is made for your most memorable moments.</p> <ul> <li>Mini dress </li> <li>Slouchy, oversized fit </li> <li>Asymmetric off-shoulder neckline</li> <li>Textured waffle knit fabric</li> <li>Statement balloon sleeves<br> </li> </ul> <p>Mary is 5’4 and wears size 6</p>","Koko Bay","Dresses","Dresses, solstice","TRUE","Size","4","Color","taupe","THETAWNYKNITMINIDARK-TAUPE-4","35.00","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_1196.jpg?v=1764262698"
"the-tawny-knit-mini-dark","","","","","","TRUE","Size","6","Color","taupe","THETAWNYKNITMINIDARK-TAUPE-6","35.00","0","0",""
"the-tawny-knit-mini-dark","","","","","","TRUE","Size","8","Color","taupe","THETAWNYKNITMINIDARK-TAUPE-8","35.00","0","0",""
"the-tawny-knit-mini-dark","","","","","","TRUE","Size","10","Color","taupe","THETAWNYKNITMINIDARK-TAUPE-10","35.00","0","0",""
"the-tawny-knit-mini-dark","","","","","","TRUE","Size","12","Color","taupe","THETAWNYKNITMINIDARK-TAUPE-12","35.00","0","0",""
"the-tawny-knit-mini-dark","","","","","","TRUE","Size","14","Color","taupe","THETAWNYKNITMINIDARK-TAUPE-14","35.00","0","0",""
"the-tie-side-mini","The tie side mini","<p><span class=""s1"">Introducing Casa del Sol - a sun-kissed collection of effortless staples designed to live in your wardrobe long after golden hour fades. Inspired by slow mornings, balmy nights, and Mediterranean escapes, each piece is made to be worn, reworn, and cherished. Think timeless silhouettes with a romantic edge, curated in limited runs to keep you feeling one of a kind - wherever the sun takes you.</span></p> <ul> <li>Double layered super soft fabric</li> <li>Adjustable knot at shoulder and at waist</li> <li>Asymmetric neckline</li> <li>Cut side out detail</li> </ul> <p><strong>Model measurements:</strong></p> <p class=""p1""><span>Holly is 5’5 and wears a size 4</span><br><span>Bust: 32A/B</span><br><span>Waist: 23’’</span><br><span>Hips: 34’’</span><br><span>Dress size: 4-6</span></p> <p> </p>","Koko Bay","","20, Dresses, Soleil","TRUE","Size","4","Color","white","THETIESIDEMINI-WHITE-4","35.00","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/B4C75A8A-BEC3-4CFB-AB9A-1C9549E384AE.jpg?v=1758875729"
"the-tie-side-mini","","","","","","TRUE","Size","6","Color","white","THETIESIDEMINI-WHITE-6","35.00","0","0",""
"the-tie-side-mini","","","","","","TRUE","Size","8","Color","white","THETIESIDEMINI-WHITE-8","35.00","0","0",""
"the-tie-side-mini","","","","","","TRUE","Size","10","Color","white","THETIESIDEMINI-WHITE-10","35.00","0","0",""
"the-tie-side-mini","","","","","","TRUE","Size","12","Color","white","THETIESIDEMINI-WHITE-12","35.00","0","0",""
"the-tie-side-mini","","","","","","TRUE","Size","14","Color","white","THETIESIDEMINI-WHITE-14","35.00","0","0",""
"the-tie-side-mini","","","","","","TRUE","Size","4","Color","black","THETIESIDEMINI-BLACK-4","35.00","17","0",""
"the-tie-side-mini","","","","","","TRUE","Size","6","Color","black","THETIESIDEMINI-BLACK-6","35.00","12","0",""
"the-tie-side-mini","","","","","","TRUE","Size","8","Color","black","THETIESIDEMINI-BLACK-8","35.00","13","0",""
"the-tie-side-mini","","","","","","TRUE","Size","10","Color","black","THETIESIDEMINI-BLACK-10","35.00","18","0",""
"the-tie-side-mini","","","","","","TRUE","Size","12","Color","black","THETIESIDEMINI-BLACK-12","35.00","4","0",""
"the-tie-side-mini","","","","","","TRUE","Size","14","Color","black","THETIESIDEMINI-BLACK-14","35.00","5","0",""
"the-tie-side-mini","","","","","","TRUE","Size","4","Color","khaki","THETIESIDEMINI-KHAKI-4","35.00","11","0",""
"the-tie-side-mini","","","","","","TRUE","Size","6","Color","khaki","THETIESIDEMINI-KHAKI-6","35.00","13","0",""
"the-tie-side-mini","","","","","","TRUE","Size","8","Color","khaki","THETIESIDEMINI-KHAKI-8","35.00","1","0",""
"the-tie-side-mini","","","","","","TRUE","Size","10","Color","khaki","THETIESIDEMINI-KHAKI-10","35.00","11","0",""
"the-tie-side-mini","","","","","","TRUE","Size","12","Color","khaki","THETIESIDEMINI-KHAKI-12","35.00","0","0",""
"the-tie-side-mini","","","","","","TRUE","Size","14","Color","khaki","THETIESIDEMINI-KHAKI-14","35.00","6","0",""
"the-tie-up-sarong-black-white","The tie up sarong","<p data-start=""70"" data-end=""337"">Step into endless summer with Riviera Bloom - where effortless style meets vibrant colour and perfect fit. Inspired by sun-drenched days along the French Riviera, this limited-edition collection features the must-have tie up sarong designed to elevate your beach look.</p> <p data-start=""339"" data-end=""737"">Made from premium, lightweight fabric with a flattering drape and adjustable tie, this versatile sarong is perfect for a variety of styling options. Its vibrant florals and soft coastal hues bring to life the relaxed feel of endless summer. The luxurious feel and easy-to-wear design make it an essential piece for your getaway wardrobe. Turn heads and soak up the sun with effortless summer vibes.</p> <ul> <li>Tie up sarong measures – 130cm x 180cm</li> <li>Perfect to pair with our matching bikini set<br data-start=""777"" data-end=""780""> </li> </ul> <p data-start=""826"" data-end=""847"">Model measurements:</p> <p data-start=""849"" data-end=""917"">Emily is 5’7<br data-start=""861"" data-end=""864"">Bust: 32''<br data-start=""874"" data-end=""877"">Waist: 24’’<br data-start=""888"" data-end=""891"">Hips: 34’’<br data-start=""901"" data-end=""904"">Dress size: 6</p>","Koko Bay","","Coverups, Prints, Sets, Skirts, SWIM","TRUE","Size","One size","Color","floral","THETIEUPSARONGBLACKWHITE-FLORAL-O","26.00","53","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/9C9EBC92-0F88-4F92-A011-D74262323658.jpg?v=1754715050"
"the-tie-up-sarong-blue","The tie up sarong","<p data-start=""70"" data-end=""337"">Step into endless summer with Riviera Bloom - where effortless style meets vibrant colour and perfect fit. Inspired by sun-drenched days along the French Riviera, this limited-edition collection features the must-have tie up sarong designed to elevate your beach look.</p> <p data-start=""339"" data-end=""737"">Made from premium, lightweight fabric with a flattering drape and adjustable tie, this versatile sarong is perfect for a variety of styling options. Its vibrant florals and soft coastal hues bring to life the relaxed feel of endless summer. The luxurious feel and easy-to-wear design make it an essential piece for your getaway wardrobe. Turn heads and soak up the sun with effortless summer vibes.</p> <ul> <li>Tie up sarong measures – 130cm x 180cm</li> <li>Perfect to pair with our matching bikini set<br data-start=""777"" data-end=""780""><br> </li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p class=""p1""><span class=""s1"">Emily is 5’7 <br>Bust: 32''<br>Waist: 24’’<br>Hips: 34’’<br>Dress size: 6</span></p>","Koko Bay","","Coverups, Prints, Sets, Skirts, SWIM","TRUE","Size","One size","Color","floral","THETIEUPSARONGBLUE-FLORAL-O","26.00","128","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F8005B8E-5A5B-464B-839C-5A68E571EE42.jpg?v=1754714019"
"the-tie-up-sarong-lemon","The tie up sarong","<p data-start=""70"" data-end=""337"">Step into endless summer with Riviera Bloom - where effortless style meets vibrant colour and perfect fit. Inspired by sun-drenched days along the French Riviera, this limited-edition collection features the must-have tie up sarong designed to elevate your beach look.</p> <p data-start=""339"" data-end=""737"">Made from premium, lightweight fabric with a flattering drape and adjustable tie, this versatile sarong is perfect for a variety of styling options. Its vibrant florals and soft coastal hues bring to life the relaxed feel of endless summer. The luxurious feel and easy-to-wear design make it an essential piece for your getaway wardrobe. Turn heads and soak up the sun with effortless summer vibes.</p> <ul> <li>Tie up sarong measures – 130cm x 180cm</li> <li>Perfect to pair with our matching bikini set<br data-start=""777"" data-end=""780""> </li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p class=""p1""><span class=""s1"">Emily is 5’7 <br>Bust: 32''<br>Waist: 24’’<br>Hips: 34’’<br>Dress size: 6</span></p>","Koko Bay","","Coverups, Prints, Sets, Skirts, SWIM","TRUE","Size","One size","Color","floral","THETIEUPSARONGLEMON-FLORAL-O","26.00","82","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/C9E90313-4C97-4F72-A7BA-AE96D56F2B74.jpg?v=1754714637"
"the-tie-up-sarong","The tie up sarong","<p data-start=""70"" data-end=""337"">Step into endless summer with Riviera Bloom - where effortless style meets vibrant colour and perfect fit. Inspired by sun-drenched days along the French Riviera, this limited-edition collection features the must-have tie up sarong designed to elevate your beach look.</p> <p data-start=""339"" data-end=""737"">Made from premium, lightweight fabric with a flattering drape and adjustable tie, this versatile sarong is perfect for a variety of styling options. Its vibrant florals and soft coastal hues bring to life the relaxed feel of endless summer. The luxurious feel and easy-to-wear design make it an essential piece for your getaway wardrobe. Turn heads and soak up the sun with effortless summer vibes.</p> <ul> <li>Tie up sarong measures – 130cm x 180cm</li> <li>Perfect to pair with our matching bikini set</li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p class=""p1""><span class=""s1"">Emily is 5’7 <br>Bust: 32''<br>Waist: 24’’<br>Hips: 34’’<br>Dress size: 6</span></p>","Koko Bay","","Coverups, Prints, Sets, Skirts, SWIM","TRUE","Size","One size","Color","paisley","THETIEUPSARONG-PAISLEY-O","26.00","86","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/CB1EA5CB-AD25-46B3-80E9-0ABFCF342349.jpg?v=1754712974"
"the-tie-up-sarong-pink","The tie up sarong","<p data-start=""70"" data-end=""337"">Step into endless summer with Riviera Bloom - where effortless style meets vibrant colour and perfect fit. Inspired by sun-drenched days along the French Riviera, this limited-edition collection features the must-have tie up sarong designed to elevate your beach look.</p> <p data-start=""339"" data-end=""737"">Made from premium, lightweight fabric with a flattering drape and adjustable tie, this versatile sarong is perfect for a variety of styling options. Its vibrant florals and soft coastal hues bring to life the relaxed feel of endless summer. The luxurious feel and easy-to-wear design make it an essential piece for your getaway wardrobe. Turn heads and soak up the sun with effortless summer vibes.</p> <ul> <li>Tie up sarong measures – 130cm x 180cm</li> <li>Perfect to pair with our matching bikini set<br data-start=""777"" data-end=""780""> </li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p class=""p1""><span class=""s1"">Emily is 5’7 <br>Bust: 32''<br>Waist: 24’’<br>Hips: 34’’<br>Dress size: 6</span></p>","Koko Bay","","Coverups, Prints, Sets, Skirts, SWIM","TRUE","Size","One size","Color","floral","THETIEUPSARONGPINK-FLORAL-O","26.00","92","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/83C5CD23-ADC7-4F21-8990-21A8931FDF49.jpg?v=1754713644"
"the-twist-bandeau-top","The twist bandeau top","<meta charset=""UTF-8""> <p>PRE-FALL: signature sculpt… a collection made from buttery soft, double layered fabric designed to fit you like a glove. A selection of core pieces carefully designed to transition you seamlessly through the seasons that you can rewear and restyle over and over again.</p> <ul> <li>Double layered premium quality fabric</li> <li>Twist front detail </li> <li>Super stretchy, slip on design</li> </ul> <p>Perfect for: date night, brunches, cocktails with the girls, holiday evenings and special occasions.</p> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p>Sienna is 5’8 and wears a size 8<br>Bust: 32’’<br>Waist: 24’’<br>Hips: 36’’<br>Dress size: 6-8</p>","Koko Bay","","40, Co ords, Tops","TRUE","Size","4","Color","white","THETWISTBANDEAUTOP-WHITE-4","22.00","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/6EA0E118-E05F-4B53-97B6-016157C3EC8A.jpg?v=1754701653"
"the-twist-bandeau-top","","","","","","TRUE","Size","6","Color","white","THETWISTBANDEAUTOP-WHITE-6","22.00","1","0",""
"the-twist-bandeau-top","","","","","","TRUE","Size","8","Color","white","THETWISTBANDEAUTOP-WHITE-8","22.00","3","0",""
"the-twist-bandeau-top","","","","","","TRUE","Size","10","Color","white","THETWISTBANDEAUTOP-WHITE-10","22.00","0","0",""
"the-twist-bandeau-top","","","","","","TRUE","Size","12","Color","white","THETWISTBANDEAUTOP-WHITE-12","22.00","6","0",""
"the-twist-bandeau-top","","","","","","TRUE","Size","14","Color","white","THETWISTBANDEAUTOP-WHITE-14","22.00","2","0",""
"the-twist-bandeau-top","","","","","","TRUE","Size","16","Color","white","THETWISTBANDEAUTOP-WHITE-16","22.00","2","0",""
"the-twist-bandeau-top","","","","","","TRUE","Size","4","Color","black","THETWISTBANDEAUTOP-BLACK-4","22.00","0","0",""
"the-twist-bandeau-top","","","","","","TRUE","Size","6","Color","black","THETWISTBANDEAUTOP-BLACK-6","22.00","7","0",""
"the-twist-bandeau-top","","","","","","TRUE","Size","8","Color","black","THETWISTBANDEAUTOP-BLACK-8","22.00","2","0",""
"the-twist-bandeau-top","","","","","","TRUE","Size","10","Color","black","THETWISTBANDEAUTOP-BLACK-10","22.00","0","0",""
"the-twist-bandeau-top","","","","","","TRUE","Size","12","Color","black","THETWISTBANDEAUTOP-BLACK-12","22.00","1","0",""
"the-twist-bandeau-top","","","","","","TRUE","Size","14","Color","black","THETWISTBANDEAUTOP-BLACK-14","22.00","1","0",""
"the-twist-bandeau-top","","","","","","TRUE","Size","16","Color","black","THETWISTBANDEAUTOP-BLACK-16","22.00","2","0",""
"the-twist-bandeau-top","","","","","","TRUE","Size","4","Color","chocolate","THETWISTBANDEAUTOP-CHOCOLATE-4","22.00","0","0",""
"the-twist-bandeau-top","","","","","","TRUE","Size","6","Color","chocolate","THETWISTBANDEAUTOP-CHOCOLATE-6","22.00","6","0",""
"the-twist-bandeau-top","","","","","","TRUE","Size","8","Color","chocolate","THETWISTBANDEAUTOP-CHOCOLATE-8","22.00","1","0",""
"the-twist-bandeau-top","","","","","","TRUE","Size","10","Color","chocolate","THETWISTBANDEAUTOP-CHOCOLATE-10","22.00","0","0",""
"the-twist-bandeau-top","","","","","","TRUE","Size","12","Color","chocolate","THETWISTBANDEAUTOP-CHOCOLATE-12","22.00","0","0",""
"the-twist-bandeau-top","","","","","","TRUE","Size","14","Color","chocolate","THETWISTBANDEAUTOP-CHOCOLATE-14","22.00","1","0",""
"the-twist-bandeau-top","","","","","","TRUE","Size","16","Color","chocolate","THETWISTBANDEAUTOP-CHOCOLATE-16","22.00","2","0",""
"the-underwire-lace-trim-bikini-top-blue","The underwire lace trim bikini top","<p data-start=""76"" data-end=""468"">Step into endless summer with the Riviera Bloom collection. This vibrant underwire lace trim bikini top blends playful florals with dreamy coastal hues, crafted from premium lightweight fabric with a flattering cut and adjustable ties for versatile comfort and style. Inspired by sun-drenched days along the French Riviera, it captures the romance of the sea and the relaxed feel of endless summer.</p> <p data-start=""470"" data-end=""625"">With its luxurious texture and easy-to-wear design, this top is an essential piece for your sun-soaked adventures. Soak up the sun in style and confidence.</p> <ul> <li>Thick double layered quality fabric</li> <li>Padded cups with supportive underwire</li> <li>Fully adjustable shoulder straps</li> <li>Matching gold trims </li> <li>Lace edging details</li> <li>Pair with our matching bikini bottoms</li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p class=""p1""><span class=""s1"">Emily is 5’7 and wears a size xs<br>Bust: 32''<br>Waist: 24’’<br>Hips: 34’’<br>Dress size: 6</span></p>","Koko Bay","","Prints, SWIM","TRUE","Size","XS (4-6)","Color","floral","THEUNDERWIRELACETRIMBIKINITOPBLUE-FLORAL-XS46","32.00","1","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/5D848EE0-7A78-4622-9763-2FBF4D39C6E8.jpg?v=1754713748"
"the-underwire-lace-trim-bikini-top-blue","","","","","","TRUE","Size","S (6-8)","Color","floral","THEUNDERWIRELACETRIMBIKINITOPBLUE-FLORAL-S68","32.00","0","0",""
"the-underwire-lace-trim-bikini-top-blue","","","","","","TRUE","Size","M (8-10)","Color","floral","THEUNDERWIRELACETRIMBIKINITOPBLUE-FLORAL-M810","32.00","0","0",""
"the-underwire-lace-trim-bikini-top-blue","","","","","","TRUE","Size","L (10-12)","Color","floral","THEUNDERWIRELACETRIMBIKINITOPBLUE-FLORAL-L1012","32.00","0","0",""
"the-underwire-lace-trim-bikini-top-blue","","","","","","TRUE","Size","XL (12-14)","Color","floral","THEUNDERWIRELACETRIMBIKINITOPBLUE-FLORAL-XL1214","32.00","3","0",""
"the-underwire-lace-trim-bikini-top-lemon","The underwire lace trim bikini top","<p data-start=""76"" data-end=""468"">Step into endless summer with the Riviera Bloom collection. The paisley underwire lace trim bikini top blends playful florals with dreamy coastal hues, crafted from premium lightweight fabric with a flattering cut and adjustable ties for versatile comfort and style. Inspired by sun-drenched days along the French Riviera, it captures the romance of the sea and the relaxed feel of endless summer.</p> <p data-start=""470"" data-end=""625"">With its luxurious texture and easy-to-wear design, this top is an essential piece for your sun-soaked adventures. Soak up the sun in style and confidence.</p> <ul> <li>Thick double layered quality fabric</li> <li>Padded cups with supportive underwire</li> <li>Fully adjustable shoulder straps</li> <li>Matching gold trims </li> <li>Lace edging details</li> <li>Pair with our matching bikini bottoms</li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p class=""p1""><span class=""s1"">Emily is 5’7 and wears a size xs<br>Bust: 32''<br>Waist: 24’’<br>Hips: 34’’<br>Dress size: 6</span></p>","Koko Bay","","Prints, SWIM","TRUE","Size","XS (4-6)","Color","floral","THEUNDERWIRELACETRIMBIKINITOPLEMON-FLORAL-XS46","32.00","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/3CB555CC-BE0F-419B-BEF3-63AB111182E4.jpg?v=1754712929"
